X,Y,OBJECTID,PARKINGMID,ASSETID,ASSETCODE,OWNER,INSTYR,INSTYRCONF,MAT,MATCONF,LOCGEN,ACCESSIBLE,DURATION,FDMID,PARTNER,ASSETSTAT,INSTDATE,LOCATION,MAINTBY,LEGACYID,ADDDATE,MODDATE,SDATE,SOURCE,SACC
-63.563941930352037,44.663939404155599,59945,PKM10150,PKM10150,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,13A,2018-03-09T12:44:27.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.59358289418045,44.647198735913143,59946,PKM8892,PKM8892,PKM,Halifax,,,,,Right-of-Way,,90,700004782,,In Service,,,Halifax,13A,,2016-10-07T13:57:08.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.593615990810463,44.647259265427451,59947,PKM8893,PKM8893,PKM,Halifax,,,,,Right-of-Way,,90,700004782,,In Service,,,Halifax,15A,,2016-10-07T13:57:08.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.574174697245617,44.648964193758495,59948,PKM8894,PKM8894,PKM,Halifax,,,,,Right-of-Way,,90,300001376,,In Service,,,Halifax,45A,,2016-10-06T19:50:48.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575047379103104,44.644938969477963,59949,PKM8898,PKM8898,PKM,Halifax,,,,,Right-of-Way,,120,300001588,,In Service,,,Halifax,1A,,2016-10-07T13:17:28.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.596935360108382,44.645940910515208,59950,PKM8903,PKM8903,PKM,Halifax,,,,,Right-of-Way,,30,300001544,,In Service,,,Halifax,3B,,2016-10-07T13:57:59.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.599624376181559,44.64502986696678,59951,PKM8904,PKM8904,PKM,Halifax,,,,,Right-of-Way,,30,300001597,,In Service,,,Halifax,4A,,2016-10-07T13:57:34.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.563948114354453,44.66377018158304,59952,PKM10132,PKM10132,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,12A,2018-03-09T12:41:00.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.57779834209996,44.650047516417729,59953,PKM8190,PKM8190,PKM,Halifax,,,,,Right-of-Way,,90,300001349,,In Service,,,Halifax,14B,,2016-10-06T19:44:13.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.572263658141104,44.648038162989174,59954,PKM8322,PKM8322,PKM,Halifax,,,,,Right-of-Way,,90,300001417,,In Service,,,Halifax,3B,,2016-10-07T13:01:35.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.586501698476241,44.639991016404096,59955,PKM8346,PKM8346,PKM,Halifax,,,,,Right-of-Way,,120,700004849,,In Service,,,Halifax,27,,2016-10-07T13:40:46.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.583037721977149,44.640533919048075,59956,PKM8377,PKM8377,PKM,Halifax,,,,,Right-of-Way,,120,300001925,,In Service,,,Halifax,14B,,2016-10-07T13:30:55.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.583361273582909,44.638882933333889,59957,PKM8404,PKM8404,PKM,Halifax,,,,,Right-of-Way,,120,700004861,,In Service,,,Halifax,27A,,2016-10-07T13:28:51.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.584237436412124,44.641171507876578,59958,PKM8434,PKM8434,PKM,Halifax,,,,,Right-of-Way,,120,300001860,,In Service,,,Halifax,31A,,2016-10-07T13:38:36.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.570982017352222,44.643818327828761,59959,PKM8469,PKM8469,PKM,Halifax,,,,,Right-of-Way,,120,300001687,,In Service,,,Halifax,46B,,2016-10-07T13:06:47.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580458542913767,44.639633196557412,59960,PKM8529,PKM8529,PKM,Halifax,,,,,Right-of-Way,,120,700004867,,In Service,,,Halifax,9B,,2016-10-07T13:26:20.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.564258293638915,44.664134783519877,59961,PKM10143,PKM10143,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,17B,2018-03-09T12:43:47.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.56325394211698,44.663514508932437,59962,PKM10158,PKM10158,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,5A,2018-03-09T12:46:02.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.573995550720085,44.648613807531746,59963,PKM8689,PKM8689,PKM,Halifax,,,,,Right-of-Way,,90,300001376,,In Service,,,Halifax,41A,,2016-10-06T19:50:48.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.562965113091884,44.663336129307332,59964,PKM10161,PKM10161,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,1A,2018-03-09T12:46:30.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.575172408420976,44.644887006352739,59965,PKM9026,PKM9026,PKM,Halifax,,,,,Right-of-Way,,120,300001588,,In Service,,,Halifax,2,,2016-10-07T13:17:29.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580869839261538,44.65022903258474,59966,PKM7916,PKM7916,PKM,Halifax,,,,,Right-of-Way,,90,700004715,,In Service,,,Halifax,6A,,2016-10-06T19:44:50.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.578146936939234,44.650732777217883,59967,PKM10163,PKM10163,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,20A,2018-03-09T13:22:33.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.577887030971333,44.650666651833554,59968,PKM7978,PKM7978,PKM,Halifax,,,,,Right-of-Way,,90,300001349,,In Service,,,Halifax,5A,,2016-10-06T19:44:13.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.568297995912033,44.666649709890258,59969,PKM10119,PKM10119,PKM,Halifax,,,STEEL,,Right-of-Way,,120,,,In Service,,,,10B,2018-03-09T12:30:19.000Z,2018-04-13T14:54:48.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.574415415199049,44.649166199105309,59970,PKM8038,PKM8038,PKM,Halifax,,,,,Right-of-Way,,90,300001376,,In Service,,,Halifax,34A,,2016-10-06T19:50:48.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.584922084710982,44.640372755333047,59971,PKM8066,PKM8066,PKM,Halifax,,,,,Right-of-Way,,120,300001955,,In Service,,,Halifax,10B,,2016-10-07T13:38:10.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575171300798239,44.647639728183833,59972,PKM10188,PKM10188,PKM,Halifax,,,,,Right-of-Way,,90,300001448,,In Service,,,Halifax,26A,2018-04-13T12:07:14.000Z,2018-04-13T12:07:30.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.566488896727641,44.664379883230538,59973,PKM8783,PKM8783,PKM,Halifax,,,,,Right-of-Way,,90,200002435,,In Service,,,Halifax,9,,2016-10-07T14:05:10.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580956728807394,44.640707665127238,59974,PKM7562,PKM7562,PKM,Halifax,,,,,Right-of-Way,,300,300001924,,In Service,,,Halifax,10,,2016-10-07T13:30:14.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.578901332233357,44.640787648947232,59975,PKM7593,PKM7593,PKM,Halifax,,,,,Right-of-Way,,90,700004781,,In Service,,,Halifax,19,,2016-10-07T13:24:31.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.58909962807455,44.637934538168615,59976,PKM7711,PKM7711,PKM,Halifax,,,,,Right-of-Way,,180,700004771,,In Service,,,Halifax,15A,,2016-10-07T13:50:57.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580191407304461,44.640914144677708,59977,PKM7623,PKM7623,PKM,Halifax,,,,,Right-of-Way,,300,300001924,,In Service,,,Halifax,2A,,2016-10-07T13:30:14.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.581127226353374,44.641995679743367,59978,PKM7653,PKM7653,PKM,Halifax,,,,,Right-of-Way,,300,300001845,,In Service,,,Halifax,17B,,2016-10-07T13:31:20.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.567782153631491,44.665809386848657,59979,PKM7681,PKM7681,PKM,Halifax,,,,,Right-of-Way,,90,200000579,,In Service,,,Halifax,14,,2016-10-07T14:00:24.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.578027562516056,44.639049033207179,59980,PKM7840,PKM7840,PKM,Halifax,,,,,Right-of-Way,,300,300002030,,In Service,,,Halifax,5A,,2016-10-07T13:27:06.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.57699259910418,44.647329987927129,59981,PKM8149,PKM8149,PKM,Halifax,,,,,Right-of-Way,,90,300001483,,In Service,,,Halifax,23A,,2016-10-07T12:52:44.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580156597587198,44.639710706928319,59982,PKM8209,PKM8209,PKM,Halifax,,,,,Right-of-Way,,120,700004867,,In Service,,,Halifax,3B,,2016-10-07T13:26:20.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.579956793403376,44.651878661430942,59983,PKM8240,PKM8240,PKM,Halifax,,,,,Right-of-Way,,120,700004713,,In Service,,,Halifax,55,,2016-10-06T19:48:22.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.579043320845486,44.640577298729852,59984,PKM8275,PKM8275,PKM,Halifax,,,,,Right-of-Way,,120,700004781,,In Service,,,Halifax,14A,,2016-10-07T13:24:31.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.577590512367408,44.641574165977346,59985,PKM8591,PKM8591,PKM,Halifax,,,,,Right-of-Way,,90,300001841,,In Service,,,Halifax,15A,,2016-10-07T13:23:33.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.578428438406554,44.642077270554672,59986,PKM8596,PKM8596,PKM,Halifax,,,,,Right-of-Way,,90,300001842,,In Service,,,Halifax,9B,,2016-10-07T13:23:59.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.578188396884535,44.641582264210385,59987,PKM8597,PKM8597,PKM,Halifax,,,,,Right-of-Way,,90,300001842,,In Service,,,Halifax,3B,,2016-10-07T13:23:59.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.577551079919679,44.647994263549691,59988,PKM8538,PKM8538,PKM,Halifax,,,,,Right-of-Way,,120,700004736,,In Service,,,Halifax,60B,,2016-10-07T13:55:23.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.571394739326351,44.644636563543443,59989,PKM8539,PKM8539,PKM,Halifax,,,,,Right-of-Way,,120,300001687,,In Service,,,Halifax,54,,2016-10-07T13:06:47.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.584854780234942,44.640559357028323,59990,PKM8542,PKM8542,PKM,Halifax,,,,,Right-of-Way,,120,300001955,,In Service,,,Halifax,9,,2016-10-07T13:38:10.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.5847998069328,44.640462451929459,59991,PKM8543,PKM8543,PKM,Halifax,,,,,Right-of-Way,,120,300001955,,In Service,,,Halifax,7B,,2016-10-07T13:38:10.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.583793160215315,44.641120001579928,59992,PKM8544,PKM8544,PKM,Halifax,,,,,Right-of-Way,,120,300001860,,In Service,,,Halifax,26B,,2016-10-07T13:38:36.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.584400715096471,44.640953729306034,59993,PKM8545,PKM8545,PKM,Halifax,,,,,Right-of-Way,,120,300001860,,In Service,,,Halifax,34A,,2016-10-07T13:38:36.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.584013876280629,44.639889127273065,59994,PKM8547,PKM8547,PKM,Halifax,,,,,Right-of-Way,,120,300001954,,In Service,,,Halifax,40A,,2016-10-07T13:37:19.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565681452322735,44.664843806946429,59995,PKM8911,PKM8911,PKM,Halifax,,,,,Right-of-Way,,90,200002703,,In Service,,,Halifax,6B,,2016-10-07T14:04:57.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.571615988990949,44.642569714137792,59996,PKM8917,PKM8917,PKM,Halifax,,,,,Right-of-Way,,120,300001817,,In Service,,,Halifax,13A,,2016-10-07T13:08:00.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565131384229858,44.667839570998694,59997,PKM8920,PKM8920,PKM,Halifax,,,,,Right-of-Way,,120,200000130,,In Service,,,Halifax,7B,,2016-10-07T14:06:09.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.56644034368486,44.668205225119117,59998,PKM8921,PKM8921,PKM,Halifax,,,,,Right-of-Way,,120,200000558,,In Service,,,Halifax,30B,,2016-10-07T14:01:57.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565772227980496,44.668222162906268,59999,PKM8922,PKM8922,PKM,Halifax,,,,,Right-of-Way,,120,200000128,,In Service,,,Halifax,13,,2016-10-07T14:05:59.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.567883004793494,44.666357560219659,60000,PKM8923,PKM8923,PKM,Halifax,,,,,Right-of-Way,,120,200002705,,In Service,,,Halifax,9,,2016-10-07T13:59:42.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565112566321268,44.667827898083104,60001,PKM8924,PKM8924,PKM,Halifax,,,,,Right-of-Way,,120,200000130,,In Service,,,Halifax,7A,,2016-10-07T14:06:09.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.56653068006645,44.668126999591912,60002,PKM8925,PKM8925,PKM,Halifax,,,,,Right-of-Way,,120,200000558,,In Service,,,Halifax,28A,,2016-10-07T14:01:57.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575372406640895,44.645288920289538,60003,PKM8926,PKM8926,PKM,Halifax,,,,,Right-of-Way,,120,300001588,,In Service,,,Halifax,8A,,2016-10-07T13:17:28.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575381191266061,44.645303540913631,60004,PKM8927,PKM8927,PKM,Halifax,,,,,Right-of-Way,,120,300001588,,In Service,,,Halifax,8B,,2016-10-07T13:17:28.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575467322633813,44.645486600069674,60005,PKM8928,PKM8928,PKM,Halifax,,,,,Right-of-Way,,120,300001588,,In Service,,,Halifax,12,,2016-10-07T13:17:28.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575106127126055,44.645056594013646,60006,PKM8929,PKM8929,PKM,Halifax,,,,,Right-of-Way,,120,300001588,,In Service,,,Halifax,3B,,2016-10-07T13:17:28.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.569173632328479,44.642357097537861,60007,PKM8933,PKM8933,PKM,Halifax,,,,,Right-of-Way,,120,300001781,,In Service,,,Halifax,1A,,2016-10-07T13:09:09.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575422283800428,44.644342741540754,60008,PKM8931,PKM8931,PKM,Halifax,,,,,Right-of-Way,,120,300001634,,In Service,,,Halifax,8,,2016-10-07T13:18:18.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.581404154497584,44.640589113276611,60009,PKM8901,PKM8901,PKM,Halifax,,,,,Right-of-Way,,120,300001924,,In Service,,,Halifax,14A,,2016-10-07T13:30:14.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.577593157905916,44.648089434987106,60010,PKM8932,PKM8932,PKM,Halifax,,,,,Right-of-Way,,120,700004736,,In Service,,,Halifax,62,,2016-10-07T13:55:23.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.570602806131447,44.641984985294009,60011,PKM8934,PKM8934,PKM,Halifax,,,,,Right-of-Way,,120,300001816,,In Service,,,Halifax,11B,,2016-10-07T13:08:23.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.583318198466728,44.641054875128248,60012,PKM8936,PKM8936,PKM,Halifax,,,,,Right-of-Way,,120,300001925,,In Service,,,Halifax,22A,,2016-10-07T13:30:55.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.578335319942511,44.649997053939188,60013,PKM8203,PKM8203,PKM,Halifax,,,,,Right-of-Way,,120,300001367,,In Service,,,Halifax,39B,,2016-10-06T19:43:32.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.579574076956376,44.651609247135653,60014,PKM8204,PKM8204,PKM,Halifax,,,,,Right-of-Way,,120,700004713,,In Service,,,Halifax,49B,,2016-10-06T19:48:22.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580449328893891,44.650762011244623,60015,PKM8205,PKM8205,PKM,Halifax,,,,,Right-of-Way,,120,700004723,,In Service,,,Halifax,3B,,2016-10-06T19:46:13.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580142468884411,44.651830519669062,60016,PKM8206,PKM8206,PKM,Halifax,,,,,Right-of-Way,,120,700004713,,In Service,,,Halifax,90A,,2016-10-06T19:48:22.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580070297336178,44.651769632581662,60017,PKM8207,PKM8207,PKM,Halifax,,,,,Right-of-Way,,120,700004713,,In Service,,,Halifax,88B,,2016-10-06T19:48:22.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580359725537555,44.650528194855823,60018,PKM8208,PKM8208,PKM,Halifax,,,,,Right-of-Way,,120,300001229,,In Service,,,Halifax,20B,,2016-10-06T19:45:48.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.583702648662225,44.638795015736648,60019,PKM8211,PKM8211,PKM,Halifax,,,,,Right-of-Way,,120,700004861,,In Service,,,Halifax,31B,,2016-10-07T13:28:51.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.584067896470231,44.638702564177308,60020,PKM8212,PKM8212,PKM,Halifax,,,,,Right-of-Way,,120,700004862,,In Service,,,Halifax,35,,2016-10-07T13:35:54.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.585017911595585,44.63710074786966,60021,PKM8213,PKM8213,PKM,Halifax,,,,,Right-of-Way,,120,700004872,,In Service,,,Halifax,1A,,2016-10-07T13:49:41.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.58508517025755,44.637245441745961,60022,PKM8214,PKM8214,PKM,Halifax,,,,,Right-of-Way,,120,700004872,,In Service,,,Halifax,5B,,2016-10-07T13:49:41.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.584306170107773,44.638330966062831,60023,PKM8217,PKM8217,PKM,Halifax,,,,,Right-of-Way,,120,700004777,,In Service,,,Halifax,30A,,2016-10-07T13:35:34.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565929810447642,44.665162630915376,60024,PKM8566,PKM8566,PKM,Halifax,,,,,Right-of-Way,,90,200002703,,In Service,,,Halifax,1,,2016-10-07T14:04:57.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.56649426416147,44.665351741064519,60025,PKM8567,PKM8567,PKM,Halifax,,,,,Right-of-Way,,90,200002703,,In Service,,,Halifax,14,,2016-10-07T14:04:57.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565597780542213,44.664792723544075,60026,PKM8568,PKM8568,PKM,Halifax,,,,,Right-of-Way,,90,200002703,,In Service,,,Halifax,4B,,2016-10-07T14:04:57.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.570227347173606,44.666269534122812,60027,PKM8572,PKM8572,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,,,Right-of-Way,,90,200000576,,In Service,,,Not Applicable,7A,,2018-03-09T12:57:31.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.567244796699896,44.666257252025041,60028,PKM8576,PKM8576,PKM,Halifax,,,,,Right-of-Way,,90,200000570,,In Service,,,Halifax,20A,,2016-10-07T14:00:48.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.569441232366785,44.666087737215264,60029,PKM8573,PKM8573,PKM,Halifax,,,,,Right-of-Way,,90,200000138,,In Service,,,Halifax,2B,,2016-10-07T13:59:01.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.567890778813954,44.665716255108528,60030,PKM8574,PKM8574,PKM,Halifax,,,,,Right-of-Way,,90,200000579,,In Service,,,Halifax,12A,,2016-10-07T14:00:24.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.584273682535532,44.640991682739276,60031,PKM8350,PKM8350,PKM,Halifax,,,,,Right-of-Way,,120,300001860,,In Service,,,Halifax,32,,2016-10-07T13:38:36.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.582915723575034,44.640703705434369,60032,PKM8351,PKM8351,PKM,Halifax,,,,,Right-of-Way,,120,700006008,,In Service,,,Halifax,15B,,2016-10-07T13:30:39.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.569550675016174,44.640155021063677,60033,PKM8353,PKM8353,PKM,Halifax,,,,,Right-of-Way,,120,300001938,,In Service,,,Halifax,4A,,2016-10-07T13:10:52.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.569794789499674,44.640093747159256,60034,PKM8354,PKM8354,PKM,Halifax,,,,,Right-of-Way,,120,300001938,,In Service,,,Halifax,8B,,2016-10-07T13:10:52.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.568781628199758,44.639916293251218,60035,PKM8355,PKM8355,PKM,Halifax,,,,,Right-of-Way,,120,300001994,,In Service,,,Halifax,3B,,2016-10-07T13:11:46.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.571414719654904,44.640638820124039,60036,PKM8356,PKM8356,PKM,Halifax,,,,,Right-of-Way,,120,300001929,,In Service,,,Halifax,5A,,2016-10-07T13:13:24.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565559518599315,44.666468169092823,60037,PKM8359,PKM8359,PKM,Halifax,,,,,Right-of-Way,,90,200000594,,In Service,,,Halifax,6,,2016-10-07T14:03:20.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.567448673845192,44.666258019336759,60038,PKM8360,PKM8360,PKM,Halifax,,,,,Right-of-Way,,90,200000570,,In Service,,,Halifax,3A,,2016-10-07T14:00:48.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.566329837430175,44.66647984803221,60039,PKM8361,PKM8361,PKM,Halifax,,,,,Right-of-Way,,90,200002277,,In Service,,,Not Applicable,7,,2018-03-09T13:00:46.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.564781749141488,44.666603999229615,60040,PKM8362,PKM8362,PKM,Halifax,,,,,Right-of-Way,,90,200000593,,In Service,,,Halifax,1,,2016-10-07T14:04:20.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.570933096898472,44.641239899076361,60041,PKM8363,PKM8363,PKM,Halifax,,,,,Right-of-Way,,120,300001887,,In Service,,,Halifax,7B,,2016-10-07T13:13:45.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575430376722807,44.642464693834995,60042,PKM10018,PKM10018,PKM,Halifax,,,,,Right-of-Way,,90,300001784,,In Service,,,Halifax,33A,2016-03-30T00:00:00.000Z,2016-10-07T13:22:34.000Z,2016-03-16T00:00:00.000Z,FINANCE,Interactive
-63.575438168709589,44.642478092465346,60043,PKM10019,PKM10019,PKM,Halifax,,,,,Right-of-Way,,90,300001784,,In Service,,,Halifax,33B,2016-03-30T00:00:00.000Z,2016-10-07T13:22:34.000Z,2016-03-16T00:00:00.000Z,FINANCE,Interactive
-63.575471823193396,44.642543132950912,60044,PKM10020,PKM10020,PKM,Halifax,,,,,Right-of-Way,,90,300001784,,In Service,,,Halifax,35A,2016-03-30T00:00:00.000Z,2016-10-07T13:22:34.000Z,2016-03-16T00:00:00.000Z,FINANCE,Interactive
-63.575479585535753,44.642558435606418,60045,PKM10021,PKM10021,PKM,Halifax,,,,,Right-of-Way,,90,300001784,,In Service,,,Halifax,35B,2016-03-30T00:00:00.000Z,2016-10-07T13:22:34.000Z,2016-03-16T00:00:00.000Z,FINANCE,Interactive
-63.575521002361931,44.642638779275416,60046,PKM10022,PKM10022,PKM,Halifax,,,,,Right-of-Way,,90,300001784,,In Service,,,Halifax,37A,2016-03-30T00:00:00.000Z,2016-10-07T13:22:34.000Z,2016-03-16T00:00:00.000Z,FINANCE,Interactive
-63.575526155996727,44.642650250815741,60047,PKM10023,PKM10023,PKM,Halifax,,,,,Right-of-Way,,90,300001784,,In Service,,,Halifax,37B,2016-03-30T00:00:00.000Z,2016-10-07T13:22:34.000Z,2016-03-16T00:00:00.000Z,FINANCE,Interactive
-63.577099760931063,44.64420790487862,60048,PKM10026,PKM10026,PKM,Halifax,,,,,Right-of-Way,,120,700006410,,In Service,,,Halifax,55,2016-03-30T00:00:00.000Z,2016-10-07T13:21:32.000Z,2016-03-16T00:00:00.000Z,FINANCE,Interactive
-63.567434597244691,44.665930010211504,60049,PKM8575,PKM8575,PKM,Halifax,,,,,Right-of-Way,,90,200002704,,In Service,,,Halifax,20,,2016-10-07T14:02:53.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565601758282298,44.666952135854608,60050,PKM8578,PKM8578,PKM,Halifax,,,,,Right-of-Way,,90,200000562,,In Service,,,Halifax,10B,,2016-10-07T14:03:45.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.567952790416328,44.664517426714603,60051,PKM8579,PKM8579,PKM,Halifax,,,,,Right-of-Way,,90,200000597,,In Service,,,Halifax,1B,,2016-10-07T14:05:34.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.566531027714461,44.664407005793556,60052,PKM8580,PKM8580,PKM,Halifax,,,,,Right-of-Way,,90,200002435,,In Service,,,Halifax,11A,,2016-10-07T14:05:10.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565783072442599,44.666002912859717,60053,PKM8581,PKM8581,PKM,Halifax,,,,,Right-of-Way,,90,200002276,,In Service,,,Halifax,2A,,2016-10-07T14:03:58.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565394398368632,44.665912726749703,60054,PKM8582,PKM8582,PKM,Halifax,,,,,Right-of-Way,,90,200002276,,In Service,,,Halifax,3B,,2016-10-07T14:03:58.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565511727327895,44.665988990018029,60055,PKM8583,PKM8583,PKM,Halifax,,,,,Right-of-Way,,90,200002276,,In Service,,,Halifax,5A,,2016-10-07T14:03:58.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
