X,Y,OBJECTID,PARKINGMID,ASSETID,ASSETCODE,OWNER,INSTYR,INSTYRCONF,MAT,MATCONF,LOCGEN,ACCESSIBLE,DURATION,FDMID,PARTNER,ASSETSTAT,INSTDATE,LOCATION,MAINTBY,LEGACYID,ADDDATE,MODDATE,SDATE,SOURCE,SACC
-63.583438508934407,44.64170926378754,60339,PKM7617,PKM7617,PKM,Halifax,,,,,Right-of-Way,,300,700006010,,In Service,,,Halifax,25A,,2016-10-07T13:31:51.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.58352280414573,44.641869816585448,60340,PKM7634,PKM7634,PKM,Halifax,,,,,Right-of-Way,,300,700006010,,In Service,,,Halifax,29,,2016-10-07T13:31:51.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.579756232838122,44.640589992783987,60341,PKM7646,PKM7646,PKM,Halifax,,,,,Right-of-Way,,300,300001960,,In Service,,,Halifax,13A,,2016-10-07T13:25:32.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575337012120393,44.65079485085834,60342,PKM7687,PKM7687,PKM,Halifax,,,,,Right-of-Way,,120,300001246,,In Service,,,Halifax,6A,,2016-10-06T19:49:02.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580359997727086,44.643249154362607,60343,PKM7501,PKM7501,PKM,Halifax,,,,,Right-of-Way,,120,300001777,,In Service,,,Halifax,38,,2016-10-07T13:34:51.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.574257699781242,44.641078031037878,60344,PKM7768,PKM7768,PKM,Halifax,,,,,Right-of-Way,,120,300001992,,In Service,,,Halifax,41B,,2016-10-07T13:52:40.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.582303188433933,44.639545032091938,60345,PKM7797,PKM7797,PKM,Halifax,,,,,Right-of-Way,,120,700006003,,In Service,,,Halifax,1B,,2016-10-07T13:29:17.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.58268180227504,44.64391214091409,60346,PKM7818,PKM7818,PKM,Halifax,,,,,Right-of-Way,,300,300001678,,In Service,,,Halifax,56,,2016-10-07T13:34:22.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.582842935782494,44.643870722692107,60347,PKM7825,PKM7825,PKM,Halifax,,,,,Right-of-Way,,300,300001678,,In Service,,,Halifax,60,,2016-10-07T13:34:22.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.579654790584655,44.640251934985351,60348,PKM7538,PKM7538,PKM,Halifax,,,,,Right-of-Way,,300,300001960,,In Service,,,Halifax,3B,,2016-10-07T13:25:32.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565854913410824,44.664957723142145,60349,PKM7573,PKM7573,PKM,Halifax,,,,,Right-of-Way,,90,200002703,,In Service,,,Halifax,10B,,2016-10-07T14:04:57.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.583637287242169,44.641679315725135,60350,PKM7589,PKM7589,PKM,Halifax,,,,,Right-of-Way,,90,700004778,,In Service,,,Halifax,24B,,2016-10-07T13:32:10.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.582193204100427,44.641712334333938,60351,PKM7549,PKM7549,PKM,Halifax,,,,,Right-of-Way,,300,300001845,,In Service,,,Halifax,27,,2016-10-07T13:31:20.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.583673532467238,44.638802881690076,60352,PKM7776,PKM7776,PKM,Halifax,,,,,Right-of-Way,,120,700004861,,In Service,,,Halifax,31A,,2016-10-07T13:28:51.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.570197881533979,44.640111429496855,60353,PKM7848,PKM7848,PKM,Halifax,,,,,Right-of-Way,,90,300001938,,In Service,,,Halifax,9,,2016-10-07T13:10:52.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.570962210398513,44.645218743032224,60354,PKM7966,PKM7966,PKM,Halifax,,,,,Right-of-Way,,90,300001569,,In Service,,,Halifax,15,,2016-10-07T13:03:34.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.58268801771851,44.639057490380395,60355,PKM7992,PKM7992,PKM,Halifax,,,,,Right-of-Way,,120,700004861,,In Service,,,Halifax,23A,,2016-10-07T13:28:51.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.593500615686949,44.647037810564882,60356,PKM8032,PKM8032,PKM,Halifax,,,,,Right-of-Way,,90,700004782,,In Service,,,Halifax,7B,,2016-10-07T13:57:08.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.58011253342589,44.639414549306444,60357,PKM7996,PKM7996,PKM,Halifax,,,,,Right-of-Way,,120,700004774,,In Service,,,Halifax,6B,,2016-10-07T13:26:43.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.577577831748854,44.649609875881325,60358,PKM7724,PKM7724,PKM,Halifax,,,,,Right-of-Way,,90,300001349,,In Service,,,Halifax,6B,,2016-10-06T19:44:13.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575995125084042,44.645680895031681,60359,PKM7741,PKM7741,PKM,Halifax,,,,,Right-of-Way,,90,300001535,,In Service,,,Halifax,21A,,2016-10-07T12:53:39.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.57453842869743,44.647063942318439,60360,PKM8116,PKM8116,PKM,Halifax,,,,,Right-of-Way,,90,300001447,,In Service,,,Halifax,22A,,2016-10-07T12:55:51.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.576566699743147,44.642509232140846,60361,PKM10111,PKM10111,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,13A,2018-03-08T18:56:58.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.571658604169698,44.644931801007125,60362,PKM10113,PKM10113,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,2B,2018-03-08T19:14:33.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.578403244256087,44.642021804180871,60363,PKM8589,PKM8589,PKM,Halifax,,,,,Right-of-Way,,90,300001842,,In Service,,,Halifax,7,,2016-10-07T13:23:59.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.572255902086958,44.64345865505593,60364,PKM8961,PKM8961,PKM,Halifax,,,,,Right-of-Way,,90,300001720,,In Service,,,Halifax,34B,,2016-10-07T13:07:16.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.590288094703858,44.637393658598519,60365,PKM8984,PKM8984,PKM,Halifax,,,,,Right-of-Way,,180,700004773,,In Service,,,Halifax,16A,,2016-10-07T13:51:32.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.572750325836168,44.646515947624451,60366,PKM8877,PKM8877,PKM,Halifax,,,,,Right-of-Way,,90,300001489,,In Service,,,Halifax,3B,,2016-10-07T12:57:11.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.582903953848174,44.640685765689447,60367,PKM8900,PKM8900,PKM,Halifax,,,,,Right-of-Way,,120,700006008,,In Service,,,Halifax,15A,,2016-10-07T13:30:39.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575611557034144,44.646792113474795,60368,PKM10089,PKM10089,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,28A,2018-03-08T17:47:34.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.578814477721799,44.640620452110753,60369,PKM8748,PKM8748,PKM,Halifax,,,,,Right-of-Way,,120,700004781,,In Service,,,Halifax,17,,2016-10-07T13:24:31.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.571882504762691,44.644875433633125,60370,PKM10116,PKM10116,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,6,2018-03-08T19:15:35.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.569196536673289,44.642348725853495,60371,PKM8540,PKM8540,PKM,Halifax,,,,,Right-of-Way,,120,300001781,,In Service,,,Halifax,1B,,2016-10-07T13:09:09.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.582540009495652,44.636983017073895,60372,PKM8383,PKM8383,PKM,Halifax,,,,,Right-of-Way,,120,300002094,,In Service,,,Halifax,18A,,2016-10-07T13:56:18.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.574993454134912,44.646949140314192,60373,PKM10084,PKM10084,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,26B,2018-03-08T17:45:14.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.577511931339608,44.649475916136069,60374,PKM8192,PKM8192,PKM,Halifax,,,,,Right-of-Way,,90,300001349,,In Service,,,Halifax,4A,,2016-10-06T19:44:13.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.583392910450584,44.638875087206387,60375,PKM8210,PKM8210,PKM,Halifax,,,,,Right-of-Way,,120,700004861,,In Service,,,Halifax,27B,,2016-10-07T13:28:51.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.564709109570984,44.667206954489892,60376,PKM8570,PKM8570,PKM,Halifax,,,,,Right-of-Way,,90,200000592,,In Service,,,Halifax,16A,,2016-10-07T14:04:32.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.57992276432212,44.650893666752381,60377,PKM8803,PKM8803,PKM,Halifax,,,,,Right-of-Way,,120,700004723,,In Service,,,Halifax,1B,,2016-10-06T19:46:13.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.57503413793583,44.645912571380535,60378,PKM10092,PKM10092,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,15B,2018-03-08T17:49:47.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.580334352622344,44.643196748711539,60379,PKM8397,PKM8397,PKM,Halifax,,,,,Right-of-Way,,120,300001777,,In Service,,,Halifax,36,,2016-10-07T13:34:51.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.578199077853256,44.641609840379289,60380,PKM8592,PKM8592,PKM,Halifax,,,,,Right-of-Way,,90,300001842,,In Service,,,Halifax,5A,,2016-10-07T13:23:59.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.584560653844619,44.640907793212207,60381,PKM8546,PKM8546,PKM,Halifax,,,,,Right-of-Way,,120,300001860,,In Service,,,Halifax,36,,2016-10-07T13:38:36.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.582556198035398,44.639615868823221,60382,PKM8380,PKM8380,PKM,Halifax,,,,,Right-of-Way,,120,700006001,,In Service,,,Halifax,4A,,2016-10-07T13:29:31.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.576119650447055,44.64198309018014,60383,PKM10098,PKM10098,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,7,2018-03-08T18:42:47.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.584799939883467,44.638202150784998,60384,PKM8216,PKM8216,PKM,Halifax,,,,,Right-of-Way,,120,700004777,,In Service,,,Halifax,36B,,2016-10-07T13:35:34.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565191213824413,44.66670724890853,60385,PKM8569,PKM8569,PKM,Halifax,,,,,Right-of-Way,,90,200000593,,In Service,,,Halifax,6B,,2016-10-07T14:04:20.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.596925303468787,44.645924260851849,60386,PKM8081,PKM8081,PKM,Halifax,,,,,Right-of-Way,,30,300001544,,In Service,,,Halifax,3A,,2016-10-07T13:57:59.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.599583908874621,44.644949681917488,60387,PKM8088,PKM8088,PKM,Halifax,,,,,Right-of-Way,,30,300001597,,In Service,,,Halifax,2,,2016-10-07T13:57:34.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.578381009156168,44.649657873137812,60388,PKM10040,PKM10040,PKM,Halifax,,,STEEL,,Right-of-Way,,120,300001367,,In Service,,,Halifax,70B,2016-03-30T00:00:00.000Z,2016-10-06T19:43:31.000Z,2016-03-16T00:00:00.000Z,FINANCE,Interactive
-63.567784430860726,44.667049609390475,60389,PKM8227,PKM8227,PKM,Halifax,,,,,Right-of-Way,,120,200000569,,In Service,,,Halifax,18A,,2018-03-09T12:31:52.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.573526333697728,44.648803427327955,60390,PKM8242,PKM8242,PKM,Halifax,,,,,Right-of-Way,,120,300001363,,In Service,,,Halifax,86,,2016-10-06T19:51:37.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.576053236201467,44.645089427270761,60391,PKM10080,PKM10080,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,120,,,In Service,,,,38A,2018-03-08T17:22:58.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.576575402621614,44.642526124385213,60392,PKM10109,PKM10109,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,13B,2018-03-08T18:56:21.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.575681217791178,44.642525016728669,60393,PKM10107,PKM10107,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,40A,2018-03-08T18:54:12.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.575689940432582,44.642541903215978,60394,PKM10108,PKM10108,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,40B,2018-03-08T18:54:33.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.575811556152381,44.646745788312572,60395,PKM10087,PKM10087,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,30B,2018-03-08T17:46:59.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.575787077959205,44.646751458487856,60396,PKM10088,PKM10088,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,30A,2018-03-08T17:47:12.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.575890409369698,44.642042730950728,60397,PKM10102,PKM10102,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,3A,2018-03-08T18:43:45.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.575009741489339,44.645917109119829,60398,PKM10093,PKM10093,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,15A,2018-03-08T17:50:01.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.575914095248798,44.642036568800421,60399,PKM10101,PKM10101,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,3B,2018-03-08T18:43:25.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.575630847456566,44.642419231913522,60400,PKM10105,PKM10105,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,38A,2018-03-08T18:53:14.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.571979539881376,44.646603409340031,60401,PKM10094,PKM10094,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,8,2018-03-08T17:54:55.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.572173425065785,44.645079123259464,60402,PKM10081,PKM10081,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,1B,2018-03-08T17:35:10.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.576911514471689,44.646712357147443,60403,PKM7667,PKM7667,PKM,Halifax,,,,,Right-of-Way,,120,300001483,,In Service,,,Halifax,50B,,2016-10-07T12:52:44.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575778478386987,44.642071851112611,60404,PKM10103,PKM10103,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,1,2018-03-08T18:44:02.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.573391634015827,44.641249765299236,60405,PKM7769,PKM7769,PKM,Halifax,,,,,Right-of-Way,,120,300001858,,In Service,,,Halifax,35,,2016-10-07T13:14:02.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.582426160609806,44.643976196795322,60406,PKM7820,PKM7820,PKM,Halifax,,,,,Right-of-Way,,300,300001678,,In Service,,,Halifax,50,,2016-10-07T13:34:22.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.571796355428631,44.644896737099081,60407,PKM10115,PKM10115,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,4,2018-03-08T19:15:16.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.582197655252671,44.641540905045851,60408,PKM7544,PKM7544,PKM,Halifax,,,,,Right-of-Way,,300,300001845,,In Service,,,Halifax,18A,,2016-10-07T13:31:20.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.569799769759619,44.66644284980849,60409,PKM7565,PKM7565,PKM,Halifax,,,,,Right-of-Way,,90,200000138,,In Service,,,Halifax,5A,,2018-03-09T12:28:16.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.584502575964869,44.638586335553107,60410,PKM7777,PKM7777,PKM,Halifax,,,,,Right-of-Way,,120,700004862,,In Service,,,Halifax,39B,,2016-10-07T13:35:54.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.583771640174376,44.641125426863397,60411,PKM7793,PKM7793,PKM,Halifax,,,,,Right-of-Way,,120,300001860,,In Service,,,Halifax,26A,,2016-10-07T13:38:36.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575587576507644,44.646797668605977,60412,PKM10090,PKM10090,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,28B,2018-03-08T17:47:53.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.575588555671295,44.64233735651883,60413,PKM10104,PKM10104,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,36,2018-03-08T18:52:50.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.574056310070951,44.649390983117399,60414,PKM7961,PKM7961,PKM,Halifax,,,,,Right-of-Way,,90,300001313,,In Service,,,Halifax,2A,,2016-10-06T19:49:20.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580239729480219,44.639690559125256,60415,PKM7991,PKM7991,PKM,Halifax,,,,,Right-of-Way,,120,700004867,,In Service,,,Halifax,5A,,2016-10-07T13:26:20.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.593400509228317,44.646845351192056,60416,PKM8023,PKM8023,PKM,Halifax,,,,,Right-of-Way,,90,700004782,,In Service,,,Halifax,1,,2016-10-07T13:57:08.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.574552091174596,44.640331294955025,60417,PKM7856,PKM7856,PKM,Halifax,,,,,Right-of-Way,,90,300001992,,In Service,,,Halifax,16A,,2016-10-07T13:52:15.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.582884655340933,44.639005306578618,60418,PKM7994,PKM7994,PKM,Halifax,,,,,Right-of-Way,,120,700004861,,In Service,,,Halifax,25B,,2016-10-07T13:28:51.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.571634856306858,44.64493784588926,60419,PKM10112,PKM10112,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,2A,2018-03-08T19:14:20.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.564811020745019,44.664303090739899,60420,PKM10121,PKM10121,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,22B,2018-03-09T12:38:37.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.572393663227352,44.643722609308405,60421,PKM7914,PKM7914,PKM,Halifax,,,,,Right-of-Way,,90,300001720,,In Service,,,Halifax,40A,,2016-10-07T13:07:16.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.564791949511537,44.664291312968928,60422,PKM10122,PKM10122,PKM,Halifax,2017,Moderate – Value based on good indication(s) from reliable source,STEEL,,Right-of-Way,,90,,,In Service,,,,22A,2018-03-09T12:38:54.000Z,2018-03-09T13:26:37.000Z,2018-03-08T00:00:00.000Z,FS,Scanned Image
-63.57371287425638,44.648082574309939,60423,PKM8870,PKM8870,PKM,Halifax,,,,,Right-of-Way,,90,300001432,,In Service,,,Halifax,35B,,2016-10-07T13:00:02.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.5702382320599,44.645381188151156,58945,PKM8554,PKM8554,PKM,Halifax,,,,,Right-of-Way,,120,700002515,,In Service,,,Halifax,9B,,2016-10-07T13:04:52.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.583882307227483,44.642142249491101,58946,PKM7508,PKM7508,PKM,Halifax,,,,,Right-of-Way,,90,700004778,,In Service,,,Halifax,26A,,2016-10-07T13:32:10.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580739562884091,44.640766461580505,58947,PKM7536,PKM7536,PKM,Halifax,,,,,Right-of-Way,,300,300001924,,In Service,,,Halifax,6,,2016-10-07T13:30:14.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.567098581514337,44.666384151576516,58948,PKM7567,PKM7567,PKM,Halifax,,,,,Right-of-Way,,90,200000570,,In Service,,,Halifax,24B,,2016-10-07T14:00:48.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.579696742806732,44.640389070381516,58949,PKM7627,PKM7627,PKM,Halifax,,,,,Right-of-Way,,300,300001960,,In Service,,,Halifax,7B,,2016-10-07T13:25:32.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580127945821211,44.641767094088316,58950,PKM7656,PKM7656,PKM,Halifax,,,,,Right-of-Way,,120,300001872,,In Service,,,Halifax,27A,,2016-10-07T13:25:12.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.577227175276008,44.649370421995791,58951,PKM7722,PKM7722,PKM,Halifax,,,,,Right-of-Way,,90,300001349,,In Service,,,Halifax,3A,,2018-03-09T13:24:54.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.587025742375332,44.639977207482687,58952,PKM9171,PKM9171,PKM,Halifax,,,,,Right-of-Way,,120,300001957,,In Service,,,Halifax,4,,2016-10-07T13:40:28.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.575927896066503,44.642997380802143,58953,PKM9163,PKM9163,PKM,Halifax,,,,,Right-of-Way,,90,300001784,,In Service,,,Halifax,42A,,2016-10-07T13:22:34.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.576175644235335,44.645338435846853,58954,PKM9165,PKM9165,PKM,Halifax,,,,,Right-of-Way,,120,300001634,,In Service,,,Halifax,46,,2016-10-07T13:18:18.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.580825177720563,44.650194449903871,58955,PKM9167,PKM9167,PKM,Halifax,,,,,Right-of-Way,,90,700004715,,In Service,,,Halifax,4B,,2016-10-06T19:44:50.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.579201948951614,44.640908870858503,58956,PKM9168,PKM9168,PKM,Halifax,,,,,Right-of-Way,,120,700004781,,In Service,,,Halifax,22A,,2016-10-07T13:24:31.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.584734140085551,44.638529692910751,58957,PKM9170,PKM9170,PKM,Halifax,,,,,Right-of-Way,,120,700004862,,In Service,,,Halifax,45,,2016-10-07T13:35:54.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.569110038792886,44.640022709668735,58958,PKM9174,PKM9174,PKM,Halifax,,,,,Right-of-Way,,120,300001994,,In Service,,,Halifax,20A,,2016-10-07T13:11:46.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.583075474575253,44.643814577986596,58959,PKM7814,PKM7814,PKM,Halifax,,,,,Right-of-Way,,300,300001678,,In Service,,,Halifax,66,,2016-10-07T13:34:22.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.57456224752719,44.64034921115995,58960,PKM7850,PKM7850,PKM,Halifax,,,,,Right-of-Way,,90,300001992,,In Service,,,Halifax,16B,,2016-10-07T13:52:15.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.568615792910101,44.640748323710646,58961,PKM7880,PKM7880,PKM,Halifax,,,,,Right-of-Way,,90,300001898,,In Service,,,Halifax,6B,,2016-10-07T13:10:10.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.567229015995274,44.66627182008515,58962,PKM8124,PKM8124,PKM,Halifax,,,,,Right-of-Way,,90,200000570,,In Service,,,Halifax,20B,,2016-10-07T14:00:48.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.583090067707055,44.640137651299334,58963,PKM8154,PKM8154,PKM,Halifax,,,,,Right-of-Way,,120,300001954,,In Service,,,Halifax,32A,,2016-10-07T13:37:18.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.568065767936346,44.666814129842486,58964,PKM8975,PKM8975,PKM,Halifax,,,,,Right-of-Way,,120,200000569,,In Service,,,Halifax,14A,,2018-03-09T12:31:40.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.565665810857006,44.666995525168268,58965,PKM9104,PKM9104,PKM,Halifax,,,,,Right-of-Way,,90,200000562,,In Service,,,Halifax,12B,,2016-10-07T14:03:45.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
-63.584679330276792,44.638543732927609,58966,PKM8303,PKM8303,PKM,Halifax,,,,,Right-of-Way,,120,700004862,,In Service,,,Halifax,43,,2016-10-07T13:35:54.000Z,2013-06-24T00:00:00.000Z,FINANCE,Interactive
